File,Lines,Words,KeywordMatches
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSBAFA7E9D.Microsoft.VisualStudio.Extensibility.ExtensionResourceDictionaryService.0.1.BrokeredClient.VHRU.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSBAFA7E9D.Microsoft.VisualStudio.Extensibility.ExtensionResourceDictionaryService.0.1.BrokeredService.LOFW.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSBAFA7E9D.Microsoft.VisualStudio.FileSystem.1.4.BrokeredClient.KDED.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSBAFA7E9D.Microsoft.VisualStudio.FileSystem.1.4.BrokeredService.AYUH.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSBAFA7E9D.Microsoft.VisualStudio.GlobalBrokeredServiceContainer.RZZU.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSBAFA7E9D.Microsoft.VisualStudio.Platform.WindowManagement.RemoteWindowManager.XJJU.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSBAFA7E9D.Microsoft.VisualStudio.RpcContracts.Extensibility.IExtensionMetadataService.CPJG.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSBAFA7E9D.Microsoft.VisualStudio.RpcContracts.IStringResourceDictionary.DSVG.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSBAFA7E9D.Microsoft.VisualStudio.Services.LogHubReaperService.CUKS.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSBAFA7E9D.Microsoft.VisualStudio.Shell.DiagnosticViewerService.1.0.BrokeredClient.SSEV.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSBAFA7E9D.Microsoft.VisualStudio.Shell.DiagnosticViewerService.1.0.BrokeredService.KNPR.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSBAFA7E9D.Microsoft.VisualStudio.Shell.OutputChannelStore.0.1.BrokeredClient.PAWE.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSBAFA7E9D.Microsoft.VisualStudio.Shell.OutputChannelStore.0.1.BrokeredService.FUSX.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSBAFA7E9D.Microsoft.VisualStudio.Shell.SettingsManager.1.0.BrokeredClient.MIJU.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSBAFA7E9D.Microsoft.VisualStudio.Shell.SettingsManager.1.0.BrokeredService.GOYI.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSBAFA7E9D.Microsoft.VisualStudio.TaskStatusCenter.BrokeredClient.ZNHW.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSBAFA7E9D.Microsoft.VisualStudio.TaskStatusCenter.BrokeredService.ADOZ.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSBAFA7E9D.Microsoft.VisualStudio.TraceHubCommand.1.0.BrokeredClient.CSXE.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSBAFA7E9D.Microsoft.VisualStudio.TraceHubCommand.1.0.BrokeredService.DTNC.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSBAFA7E9D.Microsoft.VisualStudio.TraceHubCommand.Core.IEER.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSBAFA7E9D.Microsoft.VisualStudio.TraceHubRegistrationService.1.0.BrokeredClient.AQBF.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSBAFA7E9D.Microsoft.VisualStudio.TraceHubRegistrationService.1.0.BrokeredService.ZVDI.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSBAFA7E9D.Microsoft.VisualStudio.TraceHubRegistrationService.Core.MCNK.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Editor.RemoteDocumentTypes.WCRQ.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Editor.TextView.OIBC.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.GitProvider.GitRepositoryManager.1.3.BrokeredClient.TTHK.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.GitProvider.GitRepositoryManager.1.3.BrokeredService.FQRP.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.Conex.Trust.HMTP.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.Developer.IdentityService.EEPV.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.Internal.VisualStudio.Extensibility.Framework.ExtensionPartManager.GYTA.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.Internal.VisualStudio.Extensibility.Framework.MetadataServicesFactory.UMGY.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.ServiceHub.Framework.AuthorizationService.BrokeredClient.NAKJ.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.ServiceHub.Framework.AuthorizationService.BrokeredService.ADFR.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.VisualStudio.Commands.Client.Services.RemotableCommandService.HDIM.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.VisualStudio.ContextRuleMonitorService.0.1.BrokeredClient.GTVU.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.VisualStudio.ContextRuleMonitorService.0.1.BrokeredService.SDUC.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.VisualStudio.Extensibility.ExtensionMetadataService.0.3.BrokeredClient.GHKE.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.VisualStudio.Extensibility.ExtensionMetadataService.0.3.BrokeredService.DWKM.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.VisualStudio.Extensibility.ExtensionResourceDictionaryService.0.1.BrokeredClient.WOZG.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.VisualStudio.Extensibility.ExtensionResourceDictionaryService.0.1.BrokeredService.XWWF.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.VisualStudio.FileSystem.1.4.BrokeredClient.OUNB.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.VisualStudio.FileSystem.1.4.BrokeredService.DBWH.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.VisualStudio.GlobalBrokeredServiceContainer.AEQB.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.VisualStudio.Platform.WindowManagement.RemoteWindowManager.LORF.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.VisualStudio.RpcContracts.Extensibility.IExtensionMetadataService.KEOX.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.VisualStudio.RpcContracts.IStringResourceDictionary.PGGE.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.VisualStudio.Services.LogHubReaperService.EIAO.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.VisualStudio.Shell.DiagnosticViewerService.1.0.BrokeredClient.ELGX.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.VisualStudio.Shell.DiagnosticViewerService.1.0.BrokeredService.QDXF.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.VisualStudio.Shell.OutputChannelStore.0.1.BrokeredClient.NGZR.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.VisualStudio.Shell.OutputChannelStore.0.1.BrokeredService.EUIL.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.VisualStudio.Shell.SettingsManager.1.0.BrokeredClient.KNNP.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.VisualStudio.Shell.SettingsManager.1.0.BrokeredService.PUAX.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.VisualStudio.TaskStatusCenter.BrokeredClient.NKXC.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.VisualStudio.TaskStatusCenter.BrokeredService.MQZO.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.VisualStudio.TraceHubCommand.1.0.BrokeredClient.RIZB.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.VisualStudio.TraceHubCommand.1.0.BrokeredService.XDSV.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.VisualStudio.TraceHubCommand.Core.NPSU.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.VisualStudio.TraceHubRegistrationService.1.0.BrokeredClient.PSNI.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.VisualStudio.TraceHubRegistrationService.1.0.BrokeredService.PULP.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD4498A96.Microsoft.VisualStudio.TraceHubRegistrationService.Core.SYPV.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Editor.RemoteDocumentTypes.LCKV.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Editor.TextView.MYFK.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.GitProvider.GitRepositoryManager.1.3.BrokeredClient.GTCJ.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.GitProvider.GitRepositoryManager.1.3.BrokeredService.FBMT.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.Conex.Trust.CYBA.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.Developer.IdentityService.VUIS.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.Internal.VisualStudio.Extensibility.Framework.ExtensionPartManager.VXIU.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.Internal.VisualStudio.Extensibility.Framework.MetadataServicesFactory.RDZZ.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.ServiceHub.Framework.AuthorizationService.BrokeredClient.MBRW.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.ServiceHub.Framework.AuthorizationService.BrokeredService.GXMU.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.VisualStudio.Commands.Client.Services.RemotableCommandService.CKIA.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.VisualStudio.ContextRuleMonitorService.0.1.BrokeredClient.HTPU.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.VisualStudio.ContextRuleMonitorService.0.1.BrokeredService.WCMW.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.VisualStudio.Extensibility.ExtensionMetadataService.0.3.BrokeredClient.CBIZ.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.VisualStudio.Extensibility.ExtensionMetadataService.0.3.BrokeredService.NLQS.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.VisualStudio.Extensibility.ExtensionResourceDictionaryService.0.1.BrokeredClient.KZDS.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.VisualStudio.Extensibility.ExtensionResourceDictionaryService.0.1.BrokeredService.CNUL.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.VisualStudio.FileSystem.1.4.BrokeredClient.YAOU.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.VisualStudio.FileSystem.1.4.BrokeredService.ZLJQ.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.VisualStudio.GlobalBrokeredServiceContainer.PUDV.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.VisualStudio.Platform.WindowManagement.RemoteWindowManager.YNPV.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.VisualStudio.RpcContracts.Extensibility.IExtensionMetadataService.IGJX.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.VisualStudio.RpcContracts.IStringResourceDictionary.SRIU.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.VisualStudio.Services.LogHubReaperService.QHYM.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.VisualStudio.Shell.DiagnosticViewerService.1.0.BrokeredClient.BWSY.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.VisualStudio.Shell.DiagnosticViewerService.1.0.BrokeredService.KXYD.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.VisualStudio.Shell.OutputChannelStore.0.1.BrokeredClient.CLOG.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.VisualStudio.Shell.OutputChannelStore.0.1.BrokeredService.UZSW.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.VisualStudio.Shell.SettingsManager.1.0.BrokeredClient.SPVM.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.VisualStudio.Shell.SettingsManager.1.0.BrokeredService.HGYK.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.VisualStudio.TaskStatusCenter.BrokeredClient.COTN.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.VisualStudio.TaskStatusCenter.BrokeredService.DOEW.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.VisualStudio.TraceHubCommand.1.0.BrokeredClient.LJYD.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.VisualStudio.TraceHubCommand.1.0.BrokeredService.QRHE.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.VisualStudio.TraceHubCommand.Core.GEDG.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.VisualStudio.TraceHubRegistrationService.1.0.BrokeredClient.ZTHP.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.VisualStudio.TraceHubRegistrationService.1.0.BrokeredService.XTAX.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSLogs\VSD5E50535.Microsoft.VisualStudio.TraceHubRegistrationService.Core.KMHP.svclog,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\7da0338ed2d74b6d9ce719c2d315cf731816\7da0338ed2d74b6d9ce719c2d315cf731816.edb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\7da0338ed2d74b6d9ce719c2d315cf731816\7da0338ed2d74b6d9ce719c2d315cf731816.jfm,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\7da0338ed2d74b6d9ce719c2d315cf731816\tmp.edb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\microsoft.internal.visualstudio.interop.ni.pdb\f7a6af8c5a80f5a3e84cb02adfedbd691\Microsoft.Internal.VisualStudio.Interop.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\microsoft.visualstudio.commonide.ni.pdb\5657b907439906de3c1f1c916dd0f7a61\Microsoft.VisualStudio.CommonIDE.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\microsoft.visualstudio.componentmodelhost.implementation.ni.pdb\ad6b465c65a4c77195e60cca6b48dc561\Microsoft.VisualStudio.ComponentModelHost.Implementation.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\microsoft.visualstudio.composition.ni.pdb\518c574d5ae3fda97ba6bb520dfa623c1\Microsoft.VisualStudio.Composition.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\microsoft.visualstudio.coreutility.ni.pdb\85cca7e660e0bc888d3fbeeae06c7b5f1\Microsoft.VisualStudio.CoreUtility.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\microsoft.visualstudio.editor.implementation.ni.pdb\02832b100cdfe7255e466dfc5904db8c1\Microsoft.VisualStudio.Editor.Implementation.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\microsoft.visualstudio.extensibilityhosting.ni.pdb\638971a93a887dbef851352b2beda0ba1\Microsoft.VisualStudio.ExtensibilityHosting.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\microsoft.visualstudio.graphproviderpackage.ni.pdb\e0a4a5bd265d9363a18f26ff18cc5a121\Microsoft.VisualStudio.GraphProviderPackage.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\microsoft.visualstudio.intellicode.ni.pdb\7f90d913b1e712be6d0daf21262bfa781\Microsoft.VisualStudio.IntelliCode.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\microsoft.visualstudio.interop.ni.pdb\b190bcedb9f2bc6c929622577792cb7c1\Microsoft.VisualStudio.Interop.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\microsoft.visualstudio.platform.vseditor.ni.pdb\f24b879ad6c7df06c43a59a6f803fe761\Microsoft.VisualStudio.Platform.VSEditor.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\microsoft.visualstudio.platform.windowmanagement.ni.pdb\010f15f80ccd04fe75e4e097adf8a0ef1\Microsoft.VisualStudio.Platform.WindowManagement.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\microsoft.visualstudio.progression.common.ni.pdb\ad4c0757be8bceb47ee2db09fddcbbef1\Microsoft.VisualStudio.Progression.Common.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\microsoft.visualstudio.progression.datamanager.ni.pdb\5bebde8c8df07a57be443e3f21c10e3d1\Microsoft.VisualStudio.Progression.DataManager.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\microsoft.visualstudio.project.visualc.vcprojectengine.ni.pdb\940b9e3209844054079f607514d22a4a1\Microsoft.VisualStudio.Project.VisualC.VCProjectEngine.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\microsoft.visualstudio.projectsystem.implementation.ni.pdb\79ad066533f9bc4c8c48add26f018edb1\Microsoft.VisualStudio.ProjectSystem.Implementation.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\microsoft.visualstudio.projectsystem.ni.pdb\e48882bd835cb87f792bdc532cc75be31\Microsoft.VisualStudio.ProjectSystem.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\microsoft.visualstudio.projectsystem.vs.implementation.ni.pdb\3ef90a25925294694151faff51694e211\Microsoft.VisualStudio.ProjectSystem.VS.Implementation.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\microsoft.visualstudio.shell.15.0.ni.pdb\11a72d6fa503fc2481b01b1cbd9c6dc61\Microsoft.VisualStudio.Shell.15.0.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\microsoft.visualstudio.shell.framework.ni.pdb\482af80dbf3b0c280eb707895f9a1e941\Microsoft.VisualStudio.Shell.Framework.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\microsoft.visualstudio.shell.treenavigation.graphprovider.ni.pdb\a17b4b760ef6888643bbb4c344ffd7531\Microsoft.VisualStudio.Shell.TreeNavigation.GraphProvider.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\microsoft.visualstudio.shell.treenavigation.hierarchyprovider.ni.pdb\10bd80f19cd3e64350e39a62c00ae0901\Microsoft.VisualStudio.Shell.TreeNavigation.HierarchyProvider.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\microsoft.visualstudio.shell.ui.internal.ni.pdb\bf3e33cce135c3428275698d39640ee01\Microsoft.VisualStudio.Shell.UI.Internal.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\microsoft.visualstudio.shell.viewmanager.ni.pdb\aba944338ee13368af193c5948eaf3db1\Microsoft.VisualStudio.Shell.ViewManager.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\microsoft.visualstudio.threading.ni.pdb\c125693832667f92ff87aa09edc2fdbb1\Microsoft.VisualStudio.Threading.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\microsoft.visualstudio.utilities.ni.pdb\b38f78ed1060ecab987e9db50bfd03ee1\Microsoft.VisualStudio.Utilities.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\microsoft.visualstudio.vc.ni.pdb\d8eaa717be36a7a92924d5afe4daf7e91\Microsoft.VisualStudio.VC.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\mscorlib.ni.pdb\50abde036072b0b49b01ecf91d35cf891\mscorlib.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\presentationcore.ni.pdb\9489013739ed9517c8dc7df4c820c3a61\PresentationCore.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\presentationframework.ni.pdb\93e27690b73edf920e387a30ace8b09c1\PresentationFramework.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\system.componentmodel.composition.ni.pdb\adf820daeb5c0ca068f49b6846fe95bf1\System.ComponentModel.Composition.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\system.core.ni.pdb\080d59eb80319b10a486ecb5e2f645d61\System.Core.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\system.ni.pdb\bab1c747a49a8b036c463f419b08ae9a1\System.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\system.text.json.ni.pdb\8c6823aec79669353b8696684e8bec6d1\System.Text.Json.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\VSTelem\NgenPdb\windowsbase.ni.pdb\337ab6462f749234a32a287e99f1eed61\WindowsBase.ni.pdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\_CL_0fa4326castdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\_CL_0fa4326castex,0,0,0
C:\Users\Kirill\AppData\Local\Temp\_CL_0fa4326castgl,0,0,0
C:\Users\Kirill\AppData\Local\Temp\_CL_0fa4326castin,0,0,0
C:\Users\Kirill\AppData\Local\Temp\_CL_0fa4326castsy,0,0,0
C:\Users\Kirill\AppData\Local\Temp\_CL_0fa4326cdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\_CL_0fa4326cex,0,0,0
C:\Users\Kirill\AppData\Local\Temp\_CL_0fa4326cgl,0,0,0
C:\Users\Kirill\AppData\Local\Temp\_CL_0fa4326cin,0,0,0
C:\Users\Kirill\AppData\Local\Temp\_CL_0fa4326csy,0,0,0
C:\Users\Kirill\AppData\Local\Temp\_CL_437f6cf7astdb,0,0,0
C:\Users\Kirill\AppData\Local\Temp\_CL_437f6cf7astex,0,0,0
C:\Users\Kirill\AppData\Local\Temp\_CL_437f6cf7astgl,0,0,0
C:\Users\Kirill\AppData\Local\Temp\_CL_437f6cf7astin,0,0,0
C:\Users\Kirill\AppData\Local\Temp\_CL_437f6cf7astsy,0,0,0
C:\Users\Kirill\AppData\Local\Temp\_CL_437f6cf7db,0,0,0
C:\Users\Kirill\AppData\Local\Temp\_CL_437f6cf7ex,0,0,0
C:\Users\Kirill\AppData\Local\Temp\_CL_437f6cf7gl,0,0,0
C:\Users\Kirill\AppData\Local\Temp\_CL_437f6cf7in,0,0,0
C:\Users\Kirill\AppData\Local\Temp\_CL_437f6cf7sy,0,0,0
